episode_id,domain,hop,target_entity,gold_answer,before_answer,off_answer,on_answer,before_ok,off_after_ok,on_after_ok,off_trivial_pass,on_trivial_pass,oracle_calls,n_filler,edge_mode,edge_n_gold,edge_n_pred,edge_n_tp,edge_precision,edge_recall,raw_dialogue,n_superseded,error
pl_042,personal_life,1,exercise_routine,swimming 2x/week,walking daily,walking daily,none,True,False,False,False,False,5,17,discovered_hard,3,15,3,0.26666666666666666,1.0,True,2,
pl_043,personal_life,1,travel_plan,island getaway,baby shower,no travel event,island getaway,False,False,True,False,False,2,19,discovered_hard,2,10,1,0.1,0.5,True,1,
pl_044,personal_life,1,sleep_pattern,1am-9am,Varies by shift,1am-9am,1am-9am,True,True,True,True,True,4,17,discovered_hard,3,14,3,0.21428571428571427,1.0,True,2,
pl_045,personal_life,1,travel_plan,no travel planned,mountain ski trip,mountain ski trip,mountain ski trip,True,False,False,False,False,3,15,discovered_hard,2,6,2,0.3333333333333333,1.0,True,1,
pl_046,personal_life,1,dietary_restriction,nut-free,dairy-free,dairy-free,nut-free,True,False,True,False,True,5,19,discovered_hard,4,11,4,0.45454545454545453,1.0,True,2,
pl_047,personal_life,1,job_title,product manager,designer,designer,product manager,True,False,True,False,True,10,18,discovered_hard,4,17,4,0.29411764705882354,1.0,True,4,
pl_048,personal_life,1,dietary_restriction,no processed food,low-sugar,low-sugar,no processed food,True,False,True,False,True,5,15,discovered_hard,4,22,3,0.13636363636363635,0.75,True,6,
pl_049,personal_life,1,insurance,dental + vision bundle,employer + supplemental insurance through my employer Elyndra Health,employer + supplemental insurance through Elyndra Health,none,True,False,False,False,False,10,19,discovered_hard,5,18,5,0.3333333333333333,1.0,True,4,
pl_050,personal_life,1,fitness_facility,Zorathel Peak Gym,Pyravar CrossFit,Zorathel Peak Gym,Zorathel Peak Gym,True,True,True,True,True,5,16,discovered_hard,2,28,2,0.07142857142857142,1.0,True,2,
sw_001,software_project,1,build_tool,Quorix Forge,Zelthra Pack,Zelthra Pack,Quorix Forge,True,False,True,False,True,4,18,discovered_hard,4,10,4,0.4,1.0,True,2,
sw_002,software_project,1,ci_config,korinth-deploy.yaml,orinthal-build.yml,korinth-deploy.yaml,korinth-deploy.yaml,True,True,True,True,True,9,12,discovered_hard,5,10,5,0.6,1.0,True,4,
sw_003,software_project,1,log_drain_endpoint,sink.orinthal.dev/aurora,drain.zephyra.io/proj-42,drain.zephyra.io/proj-42,sink.orinthal.dev/aurora,True,False,True,False,True,14,17,discovered_hard,5,13,5,0.6153846153846154,1.0,True,6,
sw_004,software_project,1,code_reviewer,Seoyun Choi,David Lee,David Lee,Seoyun Choi,True,False,True,False,True,3,16,discovered_hard,2,7,2,0.2857142857142857,1.0,True,3,
sw_005,software_project,1,monitoring_url,observe.velturis.io/aurora,monitor.narvex.io/proj-aurora,monitor.narvex.io/proj-aurora,observe.velturis.io/aurora,True,False,True,False,True,6,16,discovered_hard,5,9,5,0.5555555555555556,1.0,True,6,
sw_006,software_project,1,weekly_report_recipient,Helen Chen,James Lee,James Lee,Helen Chen,True,False,True,False,True,2,14,discovered_hard,2,5,2,0.4,1.0,True,2,
sw_007,software_project,1,orm_library,Thalnex Query,Crysthene ORM,Crysthene ORM,Thalnex Query,True,False,True,False,True,4,17,discovered_hard,3,4,3,0.75,1.0,True,4,
sw_008,software_project,1,token_format,Oathkeeper-mTLS-cert,Verithos-JWT-v2,Verithos-JWT-v2,Oathkeeper-mTLS-cert,True,False,True,False,True,7,17,discovered_hard,4,9,4,0.5555555555555556,1.0,True,5,
sw_009,software_project,1,ci_config,zephyra-pipeline.json,korinth-deploy.yaml,zephyra-pipeline.json,zephyra-pipeline.json,True,True,True,True,True,5,13,discovered_hard,4,8,4,0.625,1.0,True,2,
sw_010,software_project,1,ci_config,thandrel-flow.toml,zephyra-pipeline.json,zephyra-pipeline.json,thandrel-flow.toml,True,False,True,False,True,8,15,discovered_hard,4,8,4,0.625,1.0,True,6,
sw_011,software_project,1,dev_server_command,moxira serve --hot,korvel dev --open,korvel dev --open,moxira serve --hot,True,False,True,False,True,5,16,discovered_hard,5,8,5,0.625,1.0,True,2,
sw_012,software_project,1,orm_library,Vorathis ODM,Pyravar Mapper,Pyravar Mapper,Vorathis ODM,True,False,True,False,True,5,15,discovered_hard,3,10,3,0.3,1.0,True,2,
sw_013,software_project,1,user_session_ttl,4 hours,15 minutes,15 minutes,4 hours,True,False,True,False,True,4,14,discovered_hard,3,7,3,0.5714285714285714,1.0,True,2,
sw_014,software_project,1,escalation_contact,Rachel Yoo,Kevin Park,Kevin Park,Rachel Yoo,True,False,True,False,True,4,12,discovered_hard,2,9,2,0.3333333333333333,1.0,True,2,
sw_015,software_project,1,monitoring_url,metrics.thandrel.io/aurora-prod,status.orinthal.dev/aurora,status.orinthal.dev/aurora,metrics.thandrel.io/aurora-prod,True,False,True,False,True,9,14,discovered_hard,5,13,5,0.46153846153846156,1.0,True,6,
sw_016,software_project,1,dev_server_command,veltrion dev --port 3000,korvel dev --open,korvel dev --open,veltrion dev --port 3000,True,False,True,False,True,5,13,discovered_hard,4,7,4,0.5714285714285714,1.0,True,4,
sw_017,software_project,1,auth_method,SAML 2.0 SSO,API Key + HMAC,SAML 2.0 SSO,SAML 2.0 SSO,True,True,True,True,True,7,14,discovered_hard,3,7,3,0.5714285714285714,1.0,True,5,
sw_018,software_project,1,connection_string,vorathis://cluster-main:27017/aurora,crysthene://replica-db:5432/aurora-ro,crysthene://replica-db:5432/aurora-ro,vorathis://cluster-main:27017/aurora,True,False,True,False,True,9,15,discovered_hard,4,9,4,0.5555555555555556,1.0,True,5,
sw_019,software_project,1,log_drain_endpoint,logs.korinth.dev/aurora,drain.zephyra.io/proj-42,drain.zephyra.io/proj-42,logs.korinth.dev/aurora,True,False,True,False,True,8,14,discovered_hard,5,10,5,0.6,1.0,True,5,
sw_020,software_project,1,monitoring_url,observe.velturis.io/aurora,watch.korinth.dev/aurora,watch.korinth.dev/aurora,observe.velturis.io/aurora,True,False,True,False,True,11,16,discovered_hard,4,15,4,0.4666666666666667,1.0,True,7,
sw_021,software_project,1,escalation_contact,Seungmin Oh,Rachel Yoo,Rachel Yoo,Seungmin Oh,True,False,True,False,True,2,16,discovered_hard,2,5,2,0.4,1.0,True,2,
sw_022,software_project,1,user_session_ttl,1 hour,4 hours,4 hours,1 hour,True,False,True,False,True,7,15,discovered_hard,4,8,4,0.625,1.0,True,5,
sw_023,software_project,1,approval_authority,VP Taehyun Kim,VP Helen Chen,VP Helen Chen,Taehyun Kim,True,False,False,False,False,4,15,discovered_hard,2,4,2,0.75,1.0,True,4,
sw_024,software_project,1,auth_method,JWT Bearer,mTLS Client Cert,mTLS Client Cert,Phalanx Gate,True,False,False,False,False,10,17,discovered_hard,3,11,3,0.36363636363636365,1.0,True,5,
sw_025,software_project,1,escalation_contact,Jiwon Han,Kevin Park,Kevin Park,Jiwon Han,True,False,True,False,True,2,14,discovered_hard,2,5,2,0.4,1.0,True,2,
sw_026,software_project,1,project_structure,"layered with /domain, /infra, /api",/apps and /packages,/apps and /packages,"/domain, /infra, /api",False,False,True,False,False,11,13,discovered_hard,4,11,4,0.5454545454545454,1.0,True,6,
sw_027,software_project,1,connection_string,thalnex://store-backup:8529/aurora,pyravar://data-primary:3306/aurora,pyravar://data-primary:3306/aurora,thalnex://store-backup:8529/aurora,True,False,True,False,True,7,16,discovered_hard,4,7,4,0.7142857142857143,1.0,True,5,
sw_028,software_project,1,docker_image,thandrel-images/aurora:release,korinth-repo/aurora:stable,korinth-repo/aurora:stable,thandrel-images/aurora:release,True,False,True,False,True,9,15,discovered_hard,5,6,5,1.0,1.0,True,8,
sw_029,software_project,1,connection_string,thalnex://store-prod:8529/aurora,thalnex://store-backup:8529/aurora,thalnex://store-backup:8529/aurora,thalnex://store-prod:8529/aurora,True,False,True,False,True,8,19,discovered_hard,4,9,4,0.5555555555555556,1.0,True,3,
sw_030,software_project,1,orm_library,Thalnex Query,Keldaris Link,Keldaris Link,Thalnex Query,True,False,True,False,True,7,16,discovered_hard,3,9,3,0.4444444444444444,1.0,True,3,
sw_031,software_project,1,auth_method,Session Cookie + CSRF,mTLS Client Cert,Session Cookie + CSRF,Session Cookie + CSRF,True,True,True,True,True,6,14,discovered_hard,3,5,3,0.8,1.0,True,4,
sw_032,software_project,1,token_format,Oathkeeper-mTLS-cert,Cerberix-SAML-assertion,Cerberix-SAML-assertion,Oathkeeper-mTLS-cert,True,False,True,False,True,7,13,discovered_hard,4,12,4,0.4166666666666667,1.0,True,5,
sw_033,software_project,1,weekly_report_recipient,James Lee,Hyunwoo Nam,Hyunwoo Nam,James Lee,True,False,True,False,True,2,12,discovered_hard,2,5,2,0.4,1.0,True,1,
sw_034,software_project,1,build_tool,Dranith Compiler,Pyronis Build,Pyronis Build,Dranith Compiler,True,False,True,False,True,4,12,discovered_hard,4,7,4,0.5714285714285714,1.0,True,1,
sw_035,software_project,1,backup_schedule,daily at 3am UTC,daily at midnight KST,daily at midnight KST,daily at 3am UTC,True,False,True,False,True,8,13,discovered_hard,4,8,4,0.625,1.0,True,4,
sw_036,software_project,1,docker_image,korinth-repo/aurora:stable,narvex-registry/aurora:latest,narvex-registry/aurora:latest,korinth-repo/aurora:stable,True,False,True,False,True,13,18,discovered_hard,5,9,5,0.8888888888888888,1.0,True,6,
sw_037,software_project,1,log_drain_endpoint,sink.orinthal.dev/aurora,logs.korinth.dev/aurora,logs.korinth.dev/aurora,sink.orinthal.dev/aurora,True,False,True,False,True,11,16,discovered_hard,5,12,5,0.5833333333333334,1.0,True,6,
sw_038,software_project,1,project_structure,monorepo with /apps and /packages,/modules and /shared,/modules and /shared,/modules and /shared,True,False,False,False,False,0,15,discovered_hard,5,9,4,0.4444444444444444,0.8,True,0,
sw_039,software_project,1,monitoring_url,metrics.thandrel.io/aurora-prod,status.orinthal.dev/aurora,status.orinthal.dev/aurora,metrics.thandrel.io/aurora-prod,True,False,True,False,True,9,15,discovered_hard,5,12,5,0.5,1.0,True,8,
sw_040,software_project,1,user_session_ttl,4 hours,24 hours,24 hours,4 hours,True,False,True,False,True,10,13,discovered_hard,3,10,3,0.4,1.0,True,3,
sw_041,software_project,1,backup_schedule,daily at midnight KST,3am UTC,3am UTC,daily at midnight KST,True,True,True,True,True,6,15,discovered_hard,4,8,4,0.625,1.0,True,7,
sw_042,software_project,1,approval_authority,Director Hyunwoo Nam,VP Taehyun Kim,VP Taehyun Kim,Director Hyunwoo Nam,True,False,True,False,True,3,16,discovered_hard,2,7,2,0.42857142857142855,1.0,True,1,
sw_043,software_project,1,connection_string,thalnex://store-prod:8529/aurora,thalnex://store-backup:8529/aurora,thalnex://store-backup:8529/aurora,thalnex://store-prod:8529/aurora,True,False,True,False,True,13,15,discovered_hard,4,11,4,0.5454545454545454,1.0,True,3,
sw_044,software_project,1,test_framework,Pyronis Check,Quorix Spec,Pyronis Check,Pyronis Check,True,True,True,True,True,6,14,discovered_hard,4,5,4,0.8,1.0,True,6,
sw_045,software_project,1,escalation_contact,Jiwon Han,Kevin Park,Kevin Park,Jiwon Han,True,False,True,False,True,3,14,discovered_hard,2,5,2,0.6,1.0,True,2,
sw_046,software_project,1,build_tool,Karnex Bundler,Tarvex CLI,Tarvex CLI,Karnex Bundler,True,False,True,False,True,9,14,discovered_hard,5,8,5,0.75,1.0,True,7,
sw_047,software_project,1,auth_method,mTLS Client Cert,API Key + HMAC,API Key + HMAC,mTLS Client Cert,True,False,True,False,True,7,15,discovered_hard,3,6,3,0.6666666666666666,1.0,True,3,
sw_048,software_project,1,login_endpoint,/auth/kryptal/signin,/cerberix/saml/sso-init,/cerberix/saml/sso-init,/auth/kryptal/signin,True,False,True,False,True,6,16,discovered_hard,3,5,3,0.8,1.0,True,3,
sw_049,software_project,1,auth_method,Session Cookie + CSRF,SAML 2.0 SSO,SAML 2.0 SSO,Session Cookie + CSRF,True,False,True,False,True,7,17,discovered_hard,3,8,3,0.5,1.0,True,5,
sw_050,software_project,1,staging_url,sandbox.thandrel.io/aurora,dev.orinthal.dev/aurora,dev.orinthal.dev/aurora,sandbox.thandrel.io/aurora,True,False,True,False,True,14,14,discovered_hard,5,13,5,0.6923076923076923,1.0,True,6,
