episode_id,domain,hop,target_entity,gold_answer,before_answer,off_answer,on_answer,before_ok,off_after_ok,on_after_ok,off_trivial_pass,on_trivial_pass,oracle_calls,n_filler,edge_mode,edge_n_gold,edge_n_pred,edge_n_tp,edge_precision,edge_recall,error
sw_018,software_project,2,model_syntax,"Pyravar.record('Model', schema)","Pyravar.record('Model', schema)","Pyravar.record('Model', schema)","Pyravar.record('Model', schema)",False,True,True,False,False,4,15,gold,4,4,4,1.0,1.0,
sw_019,software_project,2,deploy_command,zephyra push --target prod,korinth release --prod,korinth release --prod,zephyra push --target prod,True,False,True,False,True,4,14,gold,4,4,4,1.0,1.0,
sw_020,software_project,2,dockerfile_path,deploy/Dockerfile.korinth,deploy/Dockerfile.thandrel,deploy/Dockerfile.thandrel,deploy/Dockerfile.korinth,True,False,True,False,True,3,16,gold,3,3,3,1.0,1.0,
sw_022,software_project,2,middleware_config,kryptal-bearer-check v2.2,verithos-oauth-middleware v2.1,verithos-oauth-middleware v2.1,kryptal-bearer-check v2.2,True,False,True,False,True,4,15,gold,4,4,4,1.0,1.0,
sw_024,software_project,2,middleware_config,kryptal-bearer-check v2.2,oathkeeper-mtls-proxy v4.1,kryptal-bearer-check v2.2,kryptal-bearer-check v2.2,True,True,True,True,True,3,17,gold,3,3,3,1.0,1.0,
sw_026,software_project,2,build_command,karnex build --analyze,tarvex compile --release,tarvex compile --release,karnex build --analyze,True,False,True,False,True,3,13,gold,3,3,3,1.0,1.0,
sw_027,software_project,2,model_syntax,"Zyndra.struct('Model', types)","Zyndra.struct('Model', types)","Zyndra.struct('Model', types)","Zyndra.struct('Model', types)",False,True,True,False,False,4,16,gold,4,4,4,1.0,1.0,
sw_028,software_project,2,deploy_command,zephyra push --target prod,korinth release --prod,korinth release --prod,zephyra push --target prod,True,False,True,False,True,5,15,gold,5,5,5,1.0,1.0,
sw_029,software_project,2,model_syntax,"Thalnex.document('Model', {fields})","Thalnex.document('Model', {fields})","Thalnex.document('Model', {fields})","Thalnex.document('Model', {fields})",False,True,True,False,False,4,19,gold,4,4,4,1.0,1.0,
sw_030,software_project,2,model_syntax,"Thalnex.document('Model', {fields})","Thalnex.document('Model', {fields})","Thalnex.document('Model', {fields})","Thalnex.document('Model', {fields})",False,True,True,False,False,3,16,gold,3,3,3,1.0,1.0,
sw_031,software_project,2,middleware_config,zenthos-session-middleware v1.8,oathkeeper-mtls-proxy v4.1,oathkeeper-mtls-proxy v4.1,zenthos-session-middleware v1.8,True,False,True,False,True,3,14,gold,3,3,3,1.0,1.0,
sw_032,software_project,2,middleware_config,verithos-pkce-guard v1.4,kryptal-bearer-check v2.2,kryptal-bearer-check v2.2,verithos-pkce-guard v1.4,True,False,True,False,True,4,13,gold,4,4,4,1.0,1.0,
sw_034,software_project,2,build_command,dranith compile --emit bundle,pyronis pack --quick,pyronis pack --quick,dranith compile --emit bundle,True,False,True,False,True,4,12,gold,4,4,4,1.0,1.0,
sw_035,software_project,2,model_syntax,"Keldaris.node('Model', shape)","Keldaris.node('Model', shape)","Keldaris.node('Model', shape)","Keldaris.node('Model', shape)",False,True,True,False,False,4,13,gold,4,4,4,1.0,1.0,
sw_036,software_project,2,deploy_command,orinthal publish --tier sandbox,thandrel ship --channel stable,thandrel ship --channel stable,orinthal publish --tier sandbox,True,False,True,False,True,5,18,gold,5,5,5,1.0,1.0,
sw_037,software_project,2,deploy_command,velturis deploy --region ap-northeast,thandrel ship --channel stable,thandrel ship --channel stable,velturis deploy --region ap-northeast,True,False,True,False,True,4,16,gold,4,4,4,1.0,1.0,
sw_038,software_project,2,test_command,zelthra assert --suite all,karnex test --ci,karnex test --ci,zelthra assert --suite all,True,False,True,False,True,5,15,gold,5,5,5,1.0,1.0,
sw_039,software_project,2,deploy_command,velturis deploy --region us-east,orinthal publish --tier sandbox,orinthal publish --tier sandbox,velturis deploy --region us-east,True,False,True,False,True,4,15,gold,4,4,4,1.0,1.0,
sw_040,software_project,2,middleware_config,oathkeeper-mtls-proxy v4.1,phalanx-hmac-validator v2.0,phalanx-hmac-validator v2.0,oathkeeper-mtls-proxy v4.1,True,False,True,False,True,3,13,gold,3,3,3,1.0,1.0,
sw_041,software_project,2,model_syntax,"Pyravar.entity('Model', attrs)","Pyravar.entity('Model', attrs)","Pyravar.entity('Model', attrs)","Pyravar.entity('Model', attrs)",False,True,True,False,False,4,15,gold,4,4,4,1.0,1.0,
sw_043,software_project,2,model_syntax,"Thalnex.document('Model', {fields})","Thalnex.document('Model', {fields})","Thalnex.document('Model', {fields})","Thalnex.document('Model', {fields})",False,True,True,False,False,4,15,gold,4,4,4,1.0,1.0,
sw_044,software_project,2,test_command,pyronis check --snapshot,quorix spec --run all,quorix spec --run all,pyronis check --snapshot,True,False,True,False,True,4,14,gold,4,4,4,1.0,1.0,
sw_046,software_project,2,test_command,zelthra assert --suite all,dranith probe --mode fast,dranith probe --mode fast,zelthra assert --suite all,True,False,True,False,True,5,14,gold,5,5,5,1.0,1.0,
sw_047,software_project,2,middleware_config,oathkeeper-mtls-proxy v4.1,phalanx-hmac-validator v2.0,phalanx-hmac-validator v2.0,oathkeeper-mtls-proxy v4.1,True,False,True,False,True,3,15,gold,3,3,3,1.0,1.0,
sw_048,software_project,2,middleware_config,verithos-oauth-middleware v2.1,oathkeeper-mtls-proxy v4.1,oathkeeper-mtls-proxy v4.1,verithos-oauth-middleware v2.1,True,False,True,False,True,3,16,gold,3,3,3,1.0,1.0,
sw_049,software_project,2,middleware_config,zenthos-csrf-guard v1.1,cerberix-sso-bridge v1.9,cerberix-sso-bridge v1.9,zenthos-csrf-guard v1.1,True,False,True,False,True,3,17,gold,3,3,3,1.0,1.0,
sw_050,software_project,2,deploy_command,narvex deploy --env prod,korinth release --canary,korinth release --canary,narvex deploy --env prod,True,False,True,False,True,4,14,gold,4,4,4,1.0,1.0,
